num_features1,num_features2,num_matches,matching_efficiency,avg_matching_distance,spatial_entropy1,spatial_entropy2,detection_time,matching_time,total_time,pair_name,method
2427,2403,682,28.38119017894299,0.7739540284330194,5.99235216006441,5.992680477220121,0.6964607238769531,0.10660338401794434,0.8030641078948975,pair_017_img1_pair_017_img2,SuperPoint
2357,2370,438,18.582944420873993,0.8181034386430157,5.988222349023964,5.992598172360585,0.6602208614349365,0.10263895988464355,0.7628598213195801,pair_018_img1_pair_018_img2,SuperPoint
2335,2420,674,28.865096359743042,0.6844092761373661,5.99118561552151,5.99413471695093,0.6512405872344971,0.09950590133666992,0.750746488571167,pair_019_img1_pair_019_img2,SuperPoint
2342,2382,574,24.508966695132365,0.7533067449771569,5.994320339617583,5.993736405603234,0.6506092548370361,0.10035109519958496,0.7509603500366211,pair_020_img1_pair_020_img2,SuperPoint
2348,2337,663,28.369704749679077,0.7038131936553017,5.993781957470312,5.991132535507557,0.6735830307006836,0.10167479515075684,0.7752578258514404,pair_021_img1_pair_021_img2,SuperPoint
2438,2348,489,20.826235093696763,0.8397029208015566,5.994979785419497,5.993112427518164,0.6573691368103027,0.09647822380065918,0.7538473606109619,pair_022_img1_pair_022_img2,SuperPoint
2329,2388,557,23.915843709746675,0.8415085053743537,5.9921974644983385,5.987486132737401,0.6727209091186523,0.09741711616516113,0.7701380252838135,pair_023_img1_pair_023_img2,SuperPoint
2418,2430,595,24.607113316790734,0.7019350574797942,5.9896415348161565,5.989585855846251,0.7341353893280029,0.10898041725158691,0.8431158065795898,pair_024_img1_pair_024_img2,SuperPoint
2331,2430,597,25.611325611325615,0.7769727582608036,5.991707204456539,5.990894168513766,0.6402864456176758,0.10825538635253906,0.7485418319702148,pair_025_img1_pair_025_img2,SuperPoint
2000,2000,442,22.1,0.0030234087620992466,5.986592133063761,5.986731713528039,1.3283913135528564,0.1549544334411621,1.4833457469940186,pair_001_img1_pair_001_img2,D2-Net
2000,2000,156,7.8,0.0024422041693842635,5.983696324495845,5.978922580787631,1.2613229751586914,0.14670014381408691,1.4080231189727783,pair_002_img1_pair_002_img2,D2-Net
2000,2000,293,14.649999999999999,0.0025311274036660604,5.980333455306705,5.97873223655803,1.2967987060546875,0.1484675407409668,1.4452662467956543,pair_003_img1_pair_003_img2,D2-Net
2000,2000,541,27.05,0.0022153774557838323,5.989719028348883,5.990123171115487,1.3072974681854248,0.1375901699066162,1.444887638092041,pair_004_img1_pair_004_img2,D2-Net
2000,2000,249,12.45,0.0019237801851517704,5.987672570491194,5.993711050843364,1.3192272186279297,0.14098477363586426,1.460211992263794,pair_005_img1_pair_005_img2,D2-Net
2000,2000,310,15.5,0.002491862884527373,5.988793414069724,5.9903134198670775,1.2960669994354248,0.14513516426086426,1.441202163696289,pair_006_img1_pair_006_img2,D2-Net
2000,2000,964,48.199999999999996,0.0016562709663569526,5.985775222238488,5.984050084113399,1.3365516662597656,0.1484513282775879,1.4850029945373535,pair_007_img1_pair_007_img2,D2-Net
2000,2000,364,18.2,0.0023693009705032008,5.988015610808964,5.9886790013487765,1.3274290561676025,0.14975738525390625,1.4771864414215088,pair_008_img1_pair_008_img2,D2-Net
2000,2000,356,17.8,0.002663534105195549,5.993042544859493,5.989417295695252,1.3834452629089355,0.16823554039001465,1.5516808032989502,pair_009_img1_pair_009_img2,D2-Net
2000,2000,384,19.2,0.0024810462276339726,5.990295720546757,5.991819157680826,1.3683180809020996,0.1515824794769287,1.5199005603790283,pair_010_img1_pair_010_img2,D2-Net
2000,2000,203,10.15,0.002146947716037041,5.985380390028506,5.9837664141876274,1.3123009204864502,0.1506333351135254,1.4629342555999756,pair_011_img1_pair_011_img2,D2-Net
2000,2000,434,21.7,0.002488393550052003,5.988858017559972,5.984916175756756,1.3205575942993164,0.15015602111816406,1.4707136154174805,pair_012_img1_pair_012_img2,D2-Net
2000,2000,315,15.75,0.0017507821438364714,5.987806113100974,5.990622518485812,1.33097505569458,0.14830875396728516,1.4792838096618652,pair_013_img1_pair_013_img2,D2-Net
2000,2000,313,15.65,0.0022154062225397068,5.985604448625482,5.990902499181112,1.3033928871154785,0.1416778564453125,1.445070743560791,pair_014_img1_pair_014_img2,D2-Net
2000,2000,377,18.85,0.0021587813993951734,5.989532274358082,5.989266206442436,1.3150770664215088,0.14293646812438965,1.4580135345458984,pair_015_img1_pair_015_img2,D2-Net
2000,2000,337,16.85,0.0019465339474914766,5.985517452326088,5.98378368955716,1.3016748428344727,0.14307165145874023,1.444746494293213,pair_016_img1_pair_016_img2,D2-Net
2000,2000,349,17.45,0.0021865579603092457,5.984126701288,5.985924577511597,1.3369500637054443,0.14940452575683594,1.4863545894622803,pair_017_img1_pair_017_img2,D2-Net
2000,2000,386,19.3,0.0023593770936034967,5.990439942355368,5.988419964168672,1.3429250717163086,0.14992117881774902,1.4928462505340576,pair_018_img1_pair_018_img2,D2-Net
2000,2000,369,18.45,0.002329228794660298,5.98354367225143,5.988438641136152,1.3190057277679443,0.1518862247467041,1.4708919525146484,pair_019_img1_pair_019_img2,D2-Net
2000,2000,394,19.7,0.0027647261099469126,5.9932897448925075,5.988729835046651,1.3134336471557617,0.14834952354431152,1.4617831707000732,pair_020_img1_pair_020_img2,D2-Net
2000,2000,432,21.6,0.002515327111689624,5.986349836661503,5.989101055792527,1.3288276195526123,0.15088939666748047,1.4797170162200928,pair_021_img1_pair_021_img2,D2-Net
2000,2000,216,10.8,0.0022141996737951152,5.982710844162106,5.981278894474666,1.3543925285339355,0.15212249755859375,1.5065150260925293,pair_022_img1_pair_022_img2,D2-Net
2000,2000,128,6.4,0.0020465872441945976,5.981803726455696,5.983613423931721,1.3270504474639893,0.1473991870880127,1.474449634552002,pair_023_img1_pair_023_img2,D2-Net
2000,2000,246,12.3,0.0022880749097160193,5.974245832461846,5.9776084896096755,1.3286666870117188,0.15271639823913574,1.4813830852508545,pair_024_img1_pair_024_img2,D2-Net
2000,2000,320,16.0,0.002273481733209337,5.988135114015331,5.989591817872316,1.345792293548584,0.15401005744934082,1.4998023509979248,pair_025_img1_pair_025_img2,D2-Net
